publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_url	first_author	title_id	embargo_info	coverage_depth	coverage_notes	publisher_name	location	title_notes	staff_notes	vendor_id	oclc_collection_name	oclc_collection_id	oclc_entry_id	oclc_linkscheme	oclc_number	ACTION
Go West, young man									http://fod.infobase.com/PortalPlaylists.aspx?xtid=3371	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100003371	RAW
City of the big shoulders									http://fod.infobase.com/PortalPlaylists.aspx?xtid=3373	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100003373	RAW
A Place in the sun									http://fod.infobase.com/PortalPlaylists.aspx?xtid=3374	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100003374	RAW
Made in Britain									http://fod.infobase.com/PortalPlaylists.aspx?xtid=3376	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100003376	RAW
Nation of immigrants									http://fod.infobase.com/PortalPlaylists.aspx?xtid=3377	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100003377	RAW
Alice Walker									http://fod.infobase.com/PortalPlaylists.aspx?xtid=3720	California Newsreel (Firm)			fulltext		 Films Media Group,									100003720	RAW
Don Quijote									http://fod.infobase.com/PortalPlaylists.aspx?xtid=3898	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100003898	RAW
Karl Marx and Marxism									http://fod.infobase.com/PortalPlaylists.aspx?xtid=3928	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100003928	RAW
Acts of faith Jewish civilization in Spain /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=3989	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100003989	RAW
Ibsen Hedda Gabler /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=4053	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100004053	RAW
20th century music in Venice									http://fod.infobase.com/PortalPlaylists.aspx?xtid=4076	Balfour Films.			fulltext		 Films Media Group,									100004076	RAW
Muslims in France									http://fod.infobase.com/PortalPlaylists.aspx?xtid=4104	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100004104	RAW
A Child's guide to language teaching a second language /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=4141	BBC Worldwide Americas, Inc.			fulltext		 Films Media Group,									100004141	RAW
Not a bedroom war new visions of leadership for women /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=4234	Balfour Films.			fulltext		 Films Media Group,									100004234	RAW
Isabel Allende woman's voice in Latin American literature /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=4239	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100004239	RAW
Making a difference. great teachers /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=4249	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100004249	RAW
Marbury v. Madison									http://fod.infobase.com/PortalPlaylists.aspx?xtid=4259	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100004259	RAW
McCulloch v. Maryland									http://fod.infobase.com/PortalPlaylists.aspx?xtid=4260	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100004260	RAW
Gibbons v. Ogden									http://fod.infobase.com/PortalPlaylists.aspx?xtid=4261	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100004261	RAW
Managing diversity in business									http://fod.infobase.com/PortalPlaylists.aspx?xtid=4265	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100004265	RAW
Dancing in moccasins keeping Native American traditions alive /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=4278	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100004278	RAW
Old ways, new game									http://fod.infobase.com/PortalPlaylists.aspx?xtid=4280	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100004280	RAW
Can't slow down									http://fod.infobase.com/PortalPlaylists.aspx?xtid=4382	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100004382	RAW
Family violence breaking the chain /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=4499	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100004499	RAW
Korean Americans									http://fod.infobase.com/PortalPlaylists.aspx?xtid=4535	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100004535	RAW
An Obsession with quality									http://fod.infobase.com/PortalPlaylists.aspx?xtid=4552	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100004552	RAW
Boeing reinvents the airplane									http://fod.infobase.com/PortalPlaylists.aspx?xtid=4553	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100004553	RAW
A Banker's apprenticeship									http://fod.infobase.com/PortalPlaylists.aspx?xtid=4554	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100004554	RAW
Keiretsu and the Friday lunch									http://fod.infobase.com/PortalPlaylists.aspx?xtid=4556	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100004556	RAW
A CEO goes back to the classroom									http://fod.infobase.com/PortalPlaylists.aspx?xtid=4559	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100004559	RAW
Gloria Naylor									http://fod.infobase.com/PortalPlaylists.aspx?xtid=4621	California Newsreel (Firm)			fulltext		 Films Media Group,									100004621	RAW
August Wilson									http://fod.infobase.com/PortalPlaylists.aspx?xtid=4622	California Newsreel (Firm)			fulltext		 Films Media Group,									100004622	RAW
Meeting the challenge conversation with President Clinton /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=4643	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100004643	RAW
Domestic violence behind closed doors /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=4654	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100004654	RAW
Facing evil									http://fod.infobase.com/PortalPlaylists.aspx?xtid=4901	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100004901	RAW
God and the constitution									http://fod.infobase.com/PortalPlaylists.aspx?xtid=4911	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100004911	RAW
Donald Hall and Jane Kenyon life together /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=4917	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100004917	RAW
Minimum wages									http://fod.infobase.com/PortalPlaylists.aspx?xtid=4918	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100004918	RAW
Money talks influence of money in American politics /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=4919	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100004919	RAW
Ancestral voices									http://fod.infobase.com/PortalPlaylists.aspx?xtid=4926	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100004926	RAW
Dancing on the edge of the road									http://fod.infobase.com/PortalPlaylists.aspx?xtid=4928	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100004928	RAW
Consuming images									http://fod.infobase.com/PortalPlaylists.aspx?xtid=4932	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100004932	RAW
Leading questions									http://fod.infobase.com/PortalPlaylists.aspx?xtid=4933	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100004933	RAW
Illusions of news									http://fod.infobase.com/PortalPlaylists.aspx?xtid=4934	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100004934	RAW
Chinua Achebe									http://fod.infobase.com/PortalPlaylists.aspx?xtid=4936	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100004936	RAW
America's leading dissenter Noam Chomsky /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=4945	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100004945	RAW
Ethics and economics Willard Gaylin /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=4953	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100004953	RAW
Living in the information age Vartan Gregorian /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=4955	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100004955	RAW
Challenging Hispanic stereotypes Arturo Madrid /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=4961	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100004961	RAW
Hollywood's role in shaping values David Puttnam /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=4966	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100004966	RAW
August Wilson writing and the blues /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=4972	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100004972	RAW
Fractals colors of infinity /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=4976	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100004976	RAW
How the human mind works Patricia Smith Churchland /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=4982	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100004982	RAW
Ethics in the workplace Joanne Ciulla /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=4983	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100004983	RAW
Mobilizing the Latino community Ernesto J. Cortes, Jr. /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=4984	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100004984	RAW
Money and culture Jacob Needleman /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=4987	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100004987	RAW
America as a spiritual democracy Steven Rockefeller /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=4988	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100004988	RAW
Conquering America Bharati Mukherjee /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=4997	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100004997	RAW
Curing the economy									http://fod.infobase.com/PortalPlaylists.aspx?xtid=5031	Moyers, Bill D.			fulltext		 Films Media Group,									100005031	RAW
And Justice for all?									http://fod.infobase.com/PortalPlaylists.aspx?xtid=5033	Moyers, Bill D.			fulltext		 Films Media Group,									100005033	RAW
Can we govern?									http://fod.infobase.com/PortalPlaylists.aspx?xtid=5034	Moyers, Bill D.			fulltext		 Films Media Group,									100005034	RAW
Can We govern?									http://fod.infobase.com/PortalPlaylists.aspx?xtid=5035	Moyers, Bill D.			fulltext		 Films Media Group,									100005035	RAW
Future talk									http://fod.infobase.com/PortalPlaylists.aspx?xtid=5040	Moyers, Bill D.			fulltext		 Films Media Group,									100005040	RAW
Families matter									http://fod.infobase.com/PortalPlaylists.aspx?xtid=5042	Moyers, Bill D.			fulltext		 Films Media Group,									100005042	RAW
Getting out the vote									http://fod.infobase.com/PortalPlaylists.aspx?xtid=5058	Moyers, Bill D.			fulltext		 Films Media Group,									100005058	RAW
Islam and pluralism									http://fod.infobase.com/PortalPlaylists.aspx?xtid=5167	CTVC (Firm)			fulltext		 Films Media Group,									100005167	RAW
Islam and Christianity									http://fod.infobase.com/PortalPlaylists.aspx?xtid=5168	CTVC (Firm)			fulltext		 Films Media Group,									100005168	RAW
Islam and war									http://fod.infobase.com/PortalPlaylists.aspx?xtid=5169	CTVC (Firm)			fulltext		 Films Media Group,									100005169	RAW
Authority and change									http://fod.infobase.com/PortalPlaylists.aspx?xtid=5171	CTVC (Firm)			fulltext		 Films Media Group,									100005171	RAW
Covering the world reports without borders /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=5204	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100005204	RAW
Health and Medicine On the Cutting Edge /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=5205	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100005205	RAW
Investigative Reporting The Righteous Lens /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=5206	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100005206	RAW
Calderon de la barca la vida es sueno /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=5230	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100005230	RAW
Jose Zorrilla Don Juan Tenorio /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=5231	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100005231	RAW
N. Scott Momaday									http://fod.infobase.com/PortalPlaylists.aspx?xtid=5346	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100005346	RAW
James Welch									http://fod.infobase.com/PortalPlaylists.aspx?xtid=5347	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100005347	RAW
